Id,WnvPresent
314,0.193358854
315,0.186921168
316,0.202550542
317,0.241789829
318,0.219846042
319,0.219148566
320,0.199123901
321,0.334796718
322,0.31664847
323,0.313754867
324,0.317225619
325,0.289794528
326,0.299908203
327,0.27117565
328,0.285719889
329,0.182917394
330,0.188711906
331,0.184605393
332,0.201413498
333,0.236848892
334,0.218441602
335,0.210545806
336,0.194761926
337,0.077231538
338,0.06603218
339,0.066532485
340,0.052379548
341,0.040521008
342,0.044709641
343,0.045514335
344,0.053144154
345,0.064836701
346,0.063735652
347,0.067194247
348,0.062556559
349,0.033094373
350,0.06117199
351,0.070420094
352,0.069366422
353,0.262639682
354,0.269888405
355,0.261815825
356,0.28231035
357,0.315684228
358,0.298055489
359,0.27946047
360,0.267816887
361,0.193153771
362,0.176468011
363,0.182203148
364,0.155993732
365,0.137523788
366,0.143979073
367,0.154475652
368,0.165502357
369,0.346099524
370,0.350402897
371,0.350549777
372,0.358208399
373,0.373616252
374,0.366334101
375,0.382395655
376,0.365431094
377,0.120463321
378,0.076425868
379,0.098933509
380,0.083686821
381,0.121810076
382,0.117522166
383,0.16826317
384,0.131826538
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0.186766292
394,0.193011104
395,0.189817096
396,0.205573643
397,0.236667748
398,0.220618796
399,0.213805033
400,0.199905001
401,0.113020317
402,0.115258034
403,0.111178811
404,0.117303483
405,0.123185614
406,0.119777838
407,0.11375816
408,0.111425495
409,0.70358194
410,0.705067226
411,0.705069295
412,0.709389264
413,0.724708211
414,0.716123323
415,0.716125692
416,0.709391666
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0.055695084
432,0.049851537
433,0.169380506
434,0.178427899
435,0.176301183
436,0.197609694
437,0.242425398
438,0.219824007
439,0.213540691
440,0.193247893
441,0.066777503
442,0.06501177
443,0.070225936
444,0.064650482
445,0.065947943
446,0.064892793
447,0.076732583
448,0.073960774
449,0.046403351
450,0.04867585
451,0.047330798
452,0.053637343
453,0.067415656
454,0.06016205
455,0.056828807
456,0.05115914
457,0.120139669
458,0.122328413
459,0.124162225
460,0.130953441
461,0.158517141
462,0.143765627
463,0.144298668
464,0.132789893
465,0.13700867
466,0.143934341
467,0.141280026
468,0.157935148
469,0.191634698
470,0.174347056
471,0.167871023
472,0.152993216
473,0.282347738
474,0.258853431
475,0.308217765
476,0.244047769
477,0.229652147
478,0.235007702
479,0.290241826
480,0.30686583
481,0.12354839
482,0.126537018
483,0.129452901
484,0.135659556
485,0.158727637
486,0.147037139
487,0.155069695
488,0.141439127
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0.087800343
498,0.082041684
499,0.082891914
500,0.074528078
501,0.06695587
502,0.069844924
503,0.072277381
504,0.076372242
505,0.155334462
506,0.160845624
507,0.156667036
508,0.170826434
509,0.195854061
510,0.182868605
511,0.176824125
512,0.164797678
513,0.024147118
514,0
515,0.025737628
516,0
517,0
518,0
519,0.030730256
520,0.028258177
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0.405340322
530,0.41306846
531,0.412116561
532,0.422871808
533,0.430596848
534,0.426599808
535,0.469401353
536,0.437847281
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0.174999972
546,0.186102911
547,0.178500926
548,0.205260731
549,0.250578136
550,0.2273888
551,0.221622378
552,0.196621041
553,0.204674469
554,0.201751888
555,0.200296044
556,0.20093716
557,0.201781636
558,0.201844878
559,0.194699407
560,0.196310497
561,0.225331615
562,0.241355761
563,0.224051512
564,0.265409222
565,0.318454747
566,0.291867613
567,0.264253922
568,0.239136712
569,0
570,0
571,0.021259525
572,0.021215
573,0
574,0
575,0.025687535
576,0.023461168
577,0.164918781
578,0.168994095
579,0.165279178
580,0.175704443
581,0.193553659
582,0.184069633
583,0.181969005
584,0.171759809
585,0.093223822
586,0.081823358
587,0.089282582
588,0.070485979
589,0.062952508
590,0.06514323
591,0.08049485
592,0.083715217
593,0.153231692
594,0.167635906
595,0.151645386
596,0.187615613
597,0.232250923
598,0.209427707
599,0.189089996
600,0.165810742
601,0.064055923
602,0.061129551
603,0.091637414
604,0.058896745
605,0.056905611
606,0.057281395
607,0.10207766
608,0.097905439
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0.27131316
618,0.236012648
619,0.30280252
620,0.214509583
621,0.033160863
622,0.091400097
623,0.28768223
624,0.303180435
625,0.030639378
626,0.030857182
627,0.03068233
628,0.030307335
629,0.027639871
630,0.028996497
631,0.059549001
632,0.031200707
633,0.102859563
634,0.106379699
635,0.104279412
636,0.112941738
637,0.129258996
638,0.120587782
639,0.120649575
640,0.110794716
641,0.039705812
642,0.037922478
643,0.040008535
644,0.036141883
645,0.034044108
646,0.034922881
647,0.037502009
648,0.038918674
649,0.311150736
650,0.312579104
651,0.316631135
652,0.31884687
653,0.335876682
654,0.327077909
655,0.339302441
656,0.327169596
657,0.142716295
658,0.148872852
659,0.144254604
660,0.161001146
661,0.193210934
662,0.176346092
663,0.165431905
664,0.152603869
665,0.056379799
666,0.059002957
667,0.056240107
668,0.062381032
669,0.065755775
670,0.064739706
671,0.031333217
672,0.057144804
673,0.029936771
674,0.027556138
675,0.033542574
676,0.026439783
677,0
678,0
679,0.038387535
680,0.036721272
681,0.146042504
682,0.147122955
683,0.149751764
684,0.15288287
685,0.179051073
686,0.164047092
687,0.173531878
688,0.159382495
689,0.391074514
690,0.375921642
691,0.422450267
692,0.386567743
693,0.441229829
694,0.412507491
695,0.490068264
696,0.457112481
697,0.08206025
698,0.077813594
699,0.090014148
700,0.078676934
701,0.087559585
702,0.082468027
703,0.099954409
704,0.096315807
705,0.028514899
706,0.029323127
707,0.028813426
708,0.030270637
709,0.030866443
710,0.030813611
711,0.030600609
712,0.029711951
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0.122250193
722,0.104562942
723,0.140135434
724,0.097241754
725,0.092578761
726,0.094249146
727,0.125760552
728,0.136965479
729,0.045608769
730,0.056924366
731,0.057178914
732,0.031532515
733,0.029791937
734,0.030208093
735,0.051471021
736,0.057305784
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0.028275852
746,0.028302201
747,0.02845501
748,0.028586752
749,0.028120013
750,0.028633554
751,0.030449663
752,0.029384703
753,0.054377366
754,0.049148312
755,0.050604058
756,0.042543387
757,0.036425032
758,0.038609145
759,0.040127241
760,0.044279896
761,0.028896593
762,0.028870078
763,0.029518089
764,0.029232515
765,0.027945297
766,0.028812969
767,0.031134595
768,0.030425916
769,0.427380919
770,0.238304974
771,0.556850947
772,0.224891826
773,0.147874939
774,0.214000097
775,0.561621632
776,0.557914366
777,0
778,0
779,0.028848324
780,0
781,0
782,0
783,0.062834162
784,0.060357079
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0.148385006
794,0.152972413
795,0.151033259
796,0.16189398
797,0.183638272
798,0.172009889
799,0.175017953
800,0.16081857
801,0.031842042
802,0.028467546
803,0.036551918
804,0.026845259
805,0
806,0
807,0.039870091
808,0.039475592
809,0.060795572
810,0.028039121
811,0.068448533
812,0
813,0
814,0
815,0.075428358
816,0.073847195
817,0.067419279
818,0.062915963
819,0.071983227
820,0.059691588
821,0.056314007
822,0.057543018
823,0.073792747
824,0.074106795
825,0.207112465
826,0.21748441
827,0.201974052
828,0.229553362
829,0.254250352
830,0.241861278
831,0.214019555
832,0.204900468
833,0.028386705
834,0
835,0.031911127
836,0
837,0
838,0
839,0.036333315
840,0.034975447
841,0.257165978
842,0.264030758
843,0.257799626
844,0.277247046
845,0.314766556
846,0.294764808
847,0.280205956
848,0.265972434
849,0.268999389
850,0.287170399
851,0.268073815
852,0.314675252
853,0.374777406
854,0.344862282
855,0.315285024
856,0.286374025
857,0.216108182
858,0.221306065
859,0.217898516
860,0.232463318
861,0.264109555
862,0.247345271
863,0.238690095
864,0.226066623
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0.086943135
874,0.0931178
875,0.08725347
876,0.103677486
877,0.129835742
878,0.116310143
879,0.105173311
880,0.094119349
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0.066968771
890,0.063077228
891,0.094211234
892,0.060589454
893,0.029637834
894,0.030443667
895,0.100123628
896,0.097853927
897,0.229791446
898,0.208940678
899,0.257877522
900,0.1971225
901,0.054818859
902,0.058584676
903,0.274353862
904,0.272976812
905,0.232299954
906,0.23356467
907,0.239505372
908,0.239743542
909,0.257092199
910,0.247133933
911,0.26836608
912,0.252735595
913,0.199199697
914,0.209134109
915,0.199214389
916,0.226114356
917,0.267604021
918,0.246285579
919,0.223592144
920,0.208303956
921,0.474116018
922,0.243110829
923,0.622277041
924,0.108522353
925,0.101764918
926,0.104800438
927,0.856215089
928,0.712743363
929,0.076314572
930,0.064835833
931,0.090078171
932,0.059294077
933,0.029353525
934,0.05729427
935,0.088468175
936,0.092908484
937,0.797024504
938,0.651148618
939,0.867110585
940,0.438697307
941,0.066034962
942,0.214774342
943,0.899483568
944,0.898861906
945,0.37350427
946,0.360697509
947,0.346328298
948,0.342593373
949,0.327211136
950,0.332548489
951,0.292806193
952,0.299924949
953,0.054446483
954,0.05198049
955,0.057980471
956,0.052288108
957,0.028439572
958,0.0276351
959,0.065250948
960,0.062207894
961,0.054446483
962,0.05198049
963,0.057980471
964,0.052288108
965,0.028439572
966,0.0276351
967,0.065250948
968,0.062207894
969,0.054446483
970,0.05198049
971,0.057980471
972,0.052288108
973,0.028439572
974,0.0276351
975,0.065250948
976,0.062207894
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0.028386705
986,0
987,0.031911127
988,0
989,0
990,0
991,0.036333315
992,0.034975447
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0.077231538
1002,0.06603218
1003,0.066532485
1004,0.052379548
1005,0.040521008
1006,0.044709641
1007,0.045514335
1008,0.053144154
1009,0.077231538
1010,0.06603218
1011,0.066532485
1012,0.052379548
1013,0.040521008
1014,0.044709641
1015,0.045514335
1016,0.053144154
1017,0.077231538
1018,0.06603218
1019,0.066532485
1020,0.052379548
1021,0.040521008
1022,0.044709641
1023,0.045514335
1024,0.053144154
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0.109749045
1034,0.102726515
1035,0.109889281
1036,0.097316749
1037,0.09491432
1038,0.095363526
1039,0.104003979
1040,0.106575912
1041,0.414414064
1042,0.390050169
1043,0.410227059
1044,0.358868782
1045,0.34223951
1046,0.349399672
1047,0.401274701
1048,0.404958453
1049,0.063659488
1050,0.062586867
1051,0.063395124
1052,0.037833326
1053,0.03446531
1054,0.035696997
1055,0.063764068
1056,0.063220938
1057,0.042679527
1058,0.035625074
1059,0.051948384
1060,0.032284123
1061,0.030248432
1062,0.03087857
1063,0.052124116
1064,0.054959318
1065,0.363768865
1066,0.308633918
1067,0.415248794
1068,0.280824004
1069,0.269126829
1070,0.271680028
1071,0.414558301
1072,0.415120682
1073,0.250741292
1074,0.257531442
1075,0.257551029
1076,0.274744703
1077,0.321883731
1078,0.29724513
1079,0.297266462
1080,0.274765099
1081,0.37683967
1082,0.335422207
1083,0.392170492
1084,0.306044791
1085,0.286539354
1086,0.29287151
1087,0.357615625
1088,0.378480494
1089,0.0407405
1090,0.039173644
1091,0.04023273
1092,0.03672138
1093,0.032972952
1094,0.034564791
1095,0.037893431
1096,0.038975134
1097,0
1098,0
1099,0.021259525
1100,0.021215
1101,0
1102,0
1103,0.025687535
1104,0.023461168
1105,0.041255501
1106,0.041498894
1107,0.044632648
1108,0.043974687
1109,0.050070675
1110,0.047106221
1111,0.054424834
1112,0.049655037
1113,0.062598231
1114,0.057764678
1115,0.069638405
1116,0.056575977
1117,0.058221459
1118,0.057203145
1119,0.076262663
1120,0.074634214
1121,0.810348756
1122,0.488056735
1123,0.960199227
1124,0.18327514
1125,0.164455108
1126,0.170501731
1127,0.964396303
1128,0.962247367
1129,0.810348756
1130,0.488056735
1131,0.960199227
1132,0.18327514
1133,0.164455108
1134,0.170501731
1135,0.964396303
1136,0.962247367
1137,0.368936435
1138,0.357070871
1139,0.388712567
1140,0.329316733
1141,0.321271391
1142,0.324142403
1143,0.412040621
1144,0.40632886
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,0.280104363
1154,0.278344922
1155,0.290244689
1156,0.308747901
1157,0.254891632
1158,0.284473765
1159,0.377234598
1160,0.307455981
1161,0.043055029
1162,0.039434255
1163,0.04901466
1164,0.038876202
1165,0.040855937
1166,0.039679371
1167,0.055082841
1168,0.053539519
1169,0.306271673
1170,0.337446715
1171,0.337453724
1172,0.391013005
1173,0.478665286
1174,0.438637052
1175,0.438644762
1176,0.391020467
1177,0.287355914
1178,0.297911056
1179,0.31539649
1180,0.309836643
1181,0.294215231
1182,0.301849991
1183,0.391185698
1184,0.356435486
1185,0.27131316
1186,0.236012648
1187,0.30280252
1188,0.214509583
1189,0.033160863
1190,0.091400097
1191,0.28768223
1192,0.303180435
1193,0.036434117
1194,0.030515491
1195,0.04297119
1196,0.027188787
1197,0
1198,0
1199,0.071336507
1200,0.045419816
1201,0.189927217
1202,0.053879032
1203,0.373394718
1204,0.054562794
1205,0.03068299
1206,0.057709695
1207,0.421805225
1208,0.408544114
1209,0.143993628
1210,0.140510578
1211,0.519035552
1212,0.141176411
1213,0.087772162
1214,0.143848749
1215,0.85059182
1216,0.671875287
1217,0.099333871
1218,0.103134388
1219,0.102282976
1220,0.111068564
1221,0.131168206
1222,0.120682251
1223,0.117895974
1224,0.109249592
1225,0.095344003
1226,0.09508675
1227,0.100037146
1228,0.099249141
1229,0.10891433
1230,0.104479989
1231,0.111381358
1232,0.105988299
1233,0.265904379
1234,0.258436791
1235,0.276816451
1236,0.26117803
1237,0.272862745
1238,0.267656177
1239,0.29364783
1240,0.286200801
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0.220674825
1266,0.222865716
1267,0.221709711
1268,0.227984206
1269,0.244810815
1270,0.235482531
1271,0.232241302
1272,0.225728902
1273,0
1274,0.028302342
1275,0.060131876
1276,0.029887738
1277,0.031718799
1278,0.031169577
1279,0.382020986
1280,0.093745053
1281,0.03964852
1282,0.020774307
1283,0.02323467
1284,0.041570281
1285,0.024737428
1286,0.045176112
1287,0.028643048
1288,0.026059417
1289,0.150939409
1290,0.158114371
1291,0.147977831
1292,0.166340495
1293,0.184316842
1294,0.175116359
1295,0.162696372
1296,0.153288655
1297,0.068235217
1298,0.062978248
1299,0.074477237
1300,0.059582098
1301,0.029036788
1302,0.030033009
1303,0.079545295
1304,0.078568946
1305,0.113862337
1306,0.096002309
1307,0.136523594
1308,0.100746041
1309,0.083700912
1310,0.080944527
1311,0.15379343
1312,0.144255686
1313,0.077327531
1314,0.077035629
1315,0.079807759
1316,0.078741551
1317,0.086476639
1318,0.082007939
1319,0.089922595
1320,0.084178893
1321,0.372872699
1322,0.365559119
1323,0.38671625
1324,0.372820271
1325,0.397577688
1326,0.385880364
1327,0.442583278
1328,0.400743462
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0.026773129
1346,0.026702057
1347,0.027336149
1348,0.027118925
1349,0
1350,0.027751427
1351,0.029189293
1352,0.028248997
1353,0.058105121
1354,0.029023218
1355,0.063133083
1356,0.027975566
1357,0.027694468
1358,0.027623481
1359,0.07103705
1360,0.067924779
1361,0.089220618
1362,0.085442502
1363,0.094857387
1364,0.085232935
1365,0.060513259
1366,0.05997301
1367,0.10142583
1368,0.099147023
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0.149892913
1378,0.15548492
1379,0.154330809
1380,0.166162861
1381,0.189848275
1382,0.177829955
1383,0.174709765
1384,0.163904416
1385,0.091731501
1386,0.093305652
1387,0.096420812
1388,0.101255915
1389,0.1222376
1390,0.111711867
1391,0.111729008
1392,0.103732286
1393,0.084775372
1394,0.08265883
1395,0.089905276
1396,0.032232853
1397,0.034620347
1398,0.03378739
1399,0.070655228
1400,0.067447687
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0.031333087
1410,0.029835602
1411,0.03326936
1412,0.029028301
1413,0.028827558
1414,0.028768583
1415,0.036132692
1416,0.035003916
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0.030296045
1426,0.028368516
1427,0.03303513
1428,0.027677699
1429,0
1430,0
1431,0.036802964
1432,0.035464737
1433,0.121706925
1434,0.129799482
1435,0.122427423
1436,0.141659161
1437,0.167101362
1438,0.154271844
1439,0.144580143
1440,0.131842305
1441,0
1442,0
1443,0.029618555
1444,0
1445,0
1446,0
1447,0.03384425
1448,0.032132161
1449,0.138805025
1450,0.142625114
1451,0.143729863
1452,0.150620422
1453,0.168686856
1454,0.159357511
1455,0.163315769
1456,0.15307794
1457,0.281243926
1458,0.28178383
1459,0.285115749
1460,0.286748494
1461,0.307208455
1462,0.29553022
1463,0.303133579
1464,0.292706856
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0.038828517
1474,0.04088924
1475,0.03931474
1476,0.044163222
1477,0.051862031
1478,0.047874812
1479,0.046469543
1480,0.042337561
1481,0.491772784
1482,0.47559149
1483,0.500385961
1484,0.457861736
1485,0.434271796
1486,0.444021698
1487,0.488782016
1488,0.498043837
1489,0.26751576
1490,0.267060002
1491,0.275534487
1492,0.273701279
1493,0.286654703
1494,0.285585986
1495,0.30749556
1496,0.289620072
1497,0.147853832
1498,0.150549253
1499,0.154505151
1500,0.157511878
1501,0.173617587
1502,0.165182039
1503,0.178316092
1504,0.165979775
1505,0.059065369
1506,0.056710308
1507,0.090385208
1508,0.029916968
1509,0.030163807
1510,0.030087608
1511,0.099627607
1512,0.095964393
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0.245285491
1522,0.248351739
1523,0.247527345
1524,0.256009256
1525,0.28038678
1526,0.267066858
1527,0.265315144
1528,0.25461849
1529,0.211331387
1530,0.161049994
1531,0.189241586
1532,0.223226655
1533,0.178051057
1534,0.231317001
1535,0.234466134
1536,0.225854054
1537,0.217496093
1538,0.214152621
1539,0.227210624
1540,0.224788259
1541,0.259248628
1542,0.241984908
1543,0.249468549
1544,0.237963827
1545,0.060211688
1546,0.059750223
1547,0.061859224
1548,0.060734828
1549,0.062855463
1550,0.061992764
1551,0.064391302
1552,0.063391414
1553,0.031825702
1554,0.031900243
1555,0.031788325
1556,0.031871884
1557,0.031507892
1558,0.031705771
1559,0.060983133
1560,0.059108447
1561,0.312876091
1562,0.317883461
1563,0.312380276
1564,0.326555635
1565,0.33348032
1566,0.337877583
1567,0.324621467
1568,0.31650341
1569,0.161635725
1570,0.132668173
1571,0.16691754
1572,0.13026951
1573,0.12813547
1574,0.128740447
1575,0.171786972
1576,0.170411458
1577,0.367120407
1578,0.366463017
1579,0.370674723
1580,0.368306071
1581,0.376124655
1582,0.371812696
1583,0.384189691
1584,0.376728879
1585,0
1586,0
1587,0
1588,0.028808119
1589,0.0314727
1590,0.030324695
1591,0.028705157
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0.244404381
1602,0.247588581
1603,0.245239389
1604,0.254147096
1605,0.274131061
1606,0.263233173
1607,0.258241337
1608,0.250051384
1609,0.106276556
1610,0.109031465
1611,0.108766384
1612,0.114346711
1613,0.125620935
1614,0.119989943
1615,0.118539564
1616,0.113587568
1617,0.741525135
1618,0.742463593
1619,0.742466772
1620,0.745205683
1621,0.729209269
1622,0.749558126
1623,0.749572925
1624,0.745215171
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0.092753905
1634,0.089924099
1635,0.096363084
1636,0.088320947
1637,0.032007591
1638,0.087903498
1639,0.104021932
1640,0.100634169
1641,0.225676548
1642,0.230426522
1643,0.227566756
1644,0.240799939
1645,0.27119997
1646,0.254942059
1647,0.247704267
1648,0.235448869
1649,0.064120422
1650,0.065100842
1651,0.066075988
1652,0.067481654
1653,0.072676513
1654,0.070045746
1655,0.072881594
1656,0.069420309
1657,0.060451863
1658,0.061442175
1659,0.063346873
1660,0.066395017
1661,0.079636737
1662,0.072942745
1663,0.072794114
1664,0.067852616
1665,0.157076556
1666,0.155066328
1667,0.163948138
1668,0.163014275
1669,0.188984743
1670,0.175794809
1671,0.181202338
1672,0.172076133
1673,0.192458873
1674,0.195528472
1675,0.19373454
1676,0.2024602
1677,0.224201564
1678,0.212330631
1679,0.207529078
1680,0.199027548
1681,0.26818561
1682,0.261170689
1683,0.278951867
1684,0.256913914
1685,0.253087955
1686,0.254310503
1687,0.289788878
1688,0.287072236
1689,0.128220476
1690,0.128427308
1691,0.136154641
1692,0.136839873
1693,0.160477067
1694,0.14856892
1695,0.158958691
1696,0.14738859
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0.380344326
1706,0.376373141
1707,0.386404739
1708,0.380577383
1709,0.334720492
1710,0.388385389
1711,0.403972635
1712,0.395543196
1713,0.15787527
1714,0.167663805
1715,0.158888209
1716,0.181329872
1717,0.208159844
1718,0.19494862
1719,0.186207901
1720,0.170706256
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0.476135717
1738,0.475436852
1739,0.482688809
1740,0.479240402
1741,0.494116986
1742,0.48571917
1743,0.508649658
1744,0.494289239
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0.241539098
1754,0.24447089
1755,0.245878144
1756,0.254091623
1757,0.285551922
1758,0.268484541
1759,0.27098016
1760,0.256341226
1761,0.180094615
1762,0.179475773
1763,0.181928185
1764,0.181016753
1765,0.186867079
1766,0.183860978
1767,0.158516996
1768,0.156794798
1769,0.258822815
1770,0.272502457
1771,0.267952672
1772,0.296978482
1773,0.329853204
1774,0.321834659
1775,0.309469787
1776,0.287948185
1777,0.030365981
1778,0.030312052
1779,0.031140132
1780,0.030545543
1781,0.030884671
1782,0.030763725
1783,0.032647385
1784,0.032020657
1785,0.193726272
1786,0.195718521
1787,0.194651034
1788,0.200123425
1789,0.213583194
1790,0.206257804
1791,0.20436545
1792,0.198379991
1793,0.067839035
1794,0.065171568
1795,0.070623266
1796,0.063315514
1797,0.061440544
1798,0.062089736
1799,0.073241318
1800,0.072543155
1801,0.206808799
1802,0.220144897
1803,0.201391544
1804,0.235468209
1805,0.268786225
1806,0.251767155
1807,0.22925744
1808,0.211330512
1809,0.063428761
1810,0.061786012
1811,0.066591002
1812,0.061260227
1813,0.060446828
1814,0.060861664
1815,0.099214874
1816,0.069386193
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0.213006863
1826,0.205806052
1827,0.224601026
1828,0.202613854
1829,0.115607831
1830,0.200313871
1831,0.24603009
1832,0.237401733
1833,0.062155693
1834,0.060064777
1835,0.065687404
1836,0.058972085
1837,0.030611803
1838,0.030939697
1839,0.070730923
